age,edu_years,prior_emp_months,dutch_prof,female,migrant,D,Y
50.95824194223853,8.703226303228373,27.758485848362433,1,0,1,1,27.267782212607433
37.5551375900821,10.376056933693054,24.38984310899951,0,0,1,1,26.093431041556084
54.3439167964553,12.816003320649566,34.23660092615382,2,0,0,1,25.14785967470269
47.89472116237455,10.11504004383476,17.923678036312804,0,0,0,0,17.04245743248556
23.76709391550598,11.164900679096705,33.269202812205634,1,1,0,1,29.535695442479376
59.024894065470235,13.324076077589849,10.06201118883513,0,1,1,0,12.49004995540049
50.44558807961412,10.953681956396094,8.301425288585698,2,1,0,1,20.67446099742431
51.44257221107815,12.678178767306076,23.484073796010975,3,1,1,1,30.0
25.124545307021833,16.778185368058708,11.32193371269494,0,0,1,1,30.0
38.01543751582268,11.484423603039007,32.50236856214115,2,0,0,1,30.0
34.83192096930325,15.538013429157619,5.902960916844398,2,1,0,0,19.817927175594324
57.07059955394407,13.678110201922074,5.762321755731112,0,0,0,1,25.04501934071597
45.754604803226584,7.5982740195397,12.671697812864535,3,0,0,0,18.686457104430218
52.910464530833195,8.693588912209428,4.879717465194762,2,1,0,0,9.988732524332272
37.73656795309324,9.49921235079031,18.198681771231712,1,0,1,1,24.086855227476725
29.089548871391074,9.43549524920165,11.490613808586456,2,0,0,1,22.04279529905326
42.18339148063339,11.729130761679558,4.929890072387903,1,0,1,0,17.551451868006936
22.552690244167014,13.843932144245468,1.1591798076552955,0,1,0,1,24.201293639192343
53.10524687970328,15.765475250114168,10.874568064851713,1,0,1,0,23.17313635107972
45.26657596488259,12.924525266175246,0.36882689908779803,2,1,1,1,22.458806040585937
50.323509603414955,10.662961331840371,9.19073366272443,3,0,0,0,16.995357964213582
34.18103872519474,6.0,22.356179002830086,1,1,0,1,24.627327803805937
58.82792097579613,12.211768726252014,22.819731668315807,1,1,1,1,26.948534484777596
55.724844852887905,12.077310581084975,28.413586987940633,0,0,1,1,26.890846607636178
51.135339882950475,12.548786260616874,15.142183701672968,3,1,1,1,22.659145432686387
27.785548314078703,18.318720893109997,24.292219707121262,0,0,0,0,22.919529608029265
38.66884014908137,15.721789638579217,5.436061004837481,3,0,1,1,21.692626570616618
21.75215063148915,14.355182754749958,18.764593425886083,0,0,0,1,24.502806645873918
26.171579682701914,9.1137686097852,23.19035812566337,0,0,0,1,27.62801522296979
47.32195812969819,10.46101575240977,10.678407129372012,0,1,1,0,15.042901268500266
49.79048623631269,11.715466179214493,24.872010684372874,1,1,0,1,25.78733559395595
58.7003892973684,9.67377862796894,14.226158428573306,1,1,0,0,17.038607490274003
33.03301432552608,13.501393574955355,15.439388730952746,3,0,0,0,21.790803259165905
34.81838824139476,13.070726547647114,2.5233123540652485,1,1,0,1,20.91249968218034
38.782232451032314,8.735076620835923,25.066829235777107,0,1,0,0,20.448676731049733
27.578854363371427,15.590450127288374,25.66382704496947,2,0,0,0,20.744588102097303
25.196860213418866,12.30693100142658,13.665594523978621,1,1,0,1,28.62875288460938
39.028197049037345,6.812786559773246,29.205671978467567,2,1,0,0,20.87675858409881
29.076373962035365,11.845971424965091,8.617929767160742,2,1,1,1,25.673977078206207
46.79255978730041,12.843619367768714,26.081477696950785,3,1,0,1,28.545076923596337
37.48607675489323,14.918377084307222,11.034079600308113,2,0,0,1,24.177680748876853
53.3071278423135,10.98757079062015,23.880922959427476,1,1,1,0,17.76935124655142
48.01060408008996,14.483814802341621,8.725500943725644,1,1,1,0,20.59354702916529
32.49466565528164,12.561425960310647,9.810385307595535,1,1,0,0,14.892361211934395
53.29039205580804,8.054836172887262,4.335178971687163,1,0,0,0,12.22584777527966
52.190574299872075,7.754499679552459,12.322120399385689,0,0,0,1,25.584612540452987
35.49913516120698,15.367679610448047,37.023182402811166,0,0,0,0,23.411696430993388
31.533124157209762,15.587952535145307,3.9366867611212535,3,0,1,1,22.448622746992744
47.29982015899902,12.96872769121417,3.29997255439364,3,1,1,1,21.077054011519426
25.59009934437239,16.487120163540084,30.285729322468814,0,1,0,0,19.976318251262427
27.996328099004334,15.16982954712482,28.58810807186432,3,1,0,0,30.0
20.29449079004022,14.050886188439163,13.209823598278644,2,0,1,1,27.16972995439881
51.47697510008554,9.266065533798985,3.400637065984218,0,1,1,1,20.794798741823335
46.59403426368129,17.19428625309703,8.614053237273898,3,0,1,0,20.882068072946662
48.206615145053405,13.608904296624818,11.094657997831577,3,0,0,1,25.55974281654489
51.22916124087872,10.842483676165134,15.59377840822716,2,0,1,1,21.67166040551755
38.3566310215336,9.995189984084107,15.80565268790655,2,1,0,0,18.74937358797757
42.74964783811575,12.77035134454157,5.178138154958528,1,1,0,1,22.742996372442214
25.591879925106298,6.986822745484636,29.269665145265353,2,1,0,0,18.708553886374126
24.58120294143894,14.099019826058587,12.854585136456649,2,0,0,1,27.47437968851334
46.736118471618866,9.13928755591792,9.909556623046797,2,0,0,1,21.387358588281778
38.8438482457253,13.11182432647286,9.447589381744637,1,1,0,0,18.5252921825514
42.60944425924755,10.435138987925521,4.128276175731554,2,1,0,1,22.97738152344923
50.59995429664102,11.206743861825888,28.854876448331595,2,1,0,1,30.0
45.38873280002363,9.729270381704806,5.587490780700442,2,0,0,0,17.67534108117658
42.143176026319836,11.516311706457595,13.959619046479453,0,0,1,0,23.566238345428694
42.36828642981654,17.668138638052064,26.508081113732477,1,1,1,0,22.66728017600849
32.15800392250449,16.155178881145922,4.349305809829686,0,0,0,1,24.387080261379822
21.232713382717577,13.06343686498637,14.558864699728478,2,1,0,1,26.478865466939926
37.468695569294496,11.924117203305142,16.957163279730256,0,1,0,1,30.0
28.58338691278117,14.532603572078655,13.825785178698203,3,1,0,0,20.81198846791879
36.34114574898545,15.38991118232267,19.830004787471793,2,1,0,1,30.0
54.13612293072664,9.510544853377413,8.608125627072713,1,0,1,1,25.16389233633363
29.35757943461363,11.767683397103394,13.046472852312013,2,1,0,0,17.671350166412456
22.33210966756264,6.534125311295759,22.37361583097657,0,0,1,0,16.828945234737418
31.255355680879862,15.369306330782685,20.519875746641862,0,1,1,1,28.20263767881445
31.743750310667345,18.195072773102567,13.259115155772289,0,1,0,1,25.059762350037257
