nuts1,country,country_group,n_years,mean_growth,sd_growth,min_growth,max_growth,init_gdp_pw_2001,mean_loweduc,mean_higheduc
CY0,CY,Southern,19,0.02154619907415719,0.021821954154951743,-0.019752281062151766,0.05991973199672529,10.443670232607744,27.6,34.85263157894737
EL3,EL,Southern,19,0.009281562527342907,0.046782583541237155,-0.06343077755765769,0.09383997709263348,10.613985373875671,25.684210526315788,30.136842105263156
EL4,EL,Southern,19,0.007079753544571781,0.050189682745345576,-0.08549136697794602,0.0862044596979441,10.308604689389455,44.03157894736842,18.473684210526315
EL5,EL,Southern,19,0.008748358366429761,0.04282254622551227,-0.056507504535636244,0.07676371160957629,10.222046347102086,42.578947368421055,22.48421052631579
EL6,EL,Southern,19,0.0063943153510636706,0.04315343628771818,-0.06906610170336513,0.0735864872608154,10.293301579738463,46.05789473684211,18.389473684210525
ES1,ES,Southern,19,0.025809640411942125,0.014492148366754685,0.0046359613821742585,0.04614712104683427,10.492548312560208,50.17894736842105,30.4
ES2,ES,Southern,19,0.025649379561752565,0.01587642352534399,5.03241283759337e-4,0.052179529564618576,10.617220098178406,40.51052631578948,38.16315789473684
ES3,ES,Southern,19,0.022811277556705065,0.013806252895545946,-0.0029543256012019015,0.04432551346372193,10.692271295424922,35.363157894736844,40.578947368421055
ES4,ES,Southern,19,0.02602840991640863,0.016900705205108172,-0.008530945923565625,0.0513577961325673,10.466809850987634,54.72631578947368,26.36315789473684
ES5,ES,Southern,19,0.024820465152929853,0.013753275462964334,0.0060812969212253876,0.0576871936771397,10.574622627218739,49.036842105263155,29.557894736842105
ES6,ES,Southern,19,0.02079544019950048,0.014546224246746462,-0.007249991477614515,0.04914843487582132,10.48680486116738,56.873684210526314,24.857894736842105
ES7,ES,Southern,19,0.018117212667796704,0.013449541256926545,-0.0042799146376619746,0.039227098498194835,10.581265067745736,53.32631578947368,24.75263157894737
ITC,IT,Southern,19,0.014559236580611219,0.019243051717150298,-0.0396877725030258,0.04886065756114277,10.993326533061566,44.06315789473684,14.842105263157896
ITF,IT,Southern,19,0.014452113920787917,0.010706232470229378,3.734688812428999e-4,0.03349810078728588,10.6943650360958,52.51052631578948,12.473684210526315
ITG,IT,Southern,19,0.013465029632272743,0.012882461000874437,-0.009622014581434968,0.042187781732781815,10.722287480660828,55.036842105263155,11.736842105263158
ITH,IT,Southern,19,0.014278773595734151,0.016002241194420536,-0.028590500142641417,0.04482599704539858,10.937204849917403,43.40526315789474,14.33157894736842
ITI,IT,Southern,19,0.011533115451550464,0.014007571334782747,-0.017101216444268985,0.03770037784314795,10.950923971563489,40.76842105263158,17.11578947368421
MT0,MT,Southern,19,0.03236414996118148,0.02406819918628081,-0.013231631972066893,0.09608898807305799,10.311999017604982,66.71052631578948,15.326315789473684
PT1,PT,Southern,19,0.027736169391387778,0.017738065845945394,-0.0028887250734772607,0.05398586691439711,10.151762323685736,66.8,16.431578947368422
PT2,PT,Southern,19,0.02904527793208697,0.025565946829025687,-0.030477911427425397,0.06542334474818645,10.021006670973707,77.96842105263158,9.810526315789474
PT3,PT,Southern,19,0.03538437715677576,0.032563717649803266,-0.03857074427713236,0.1224332707217144,9.964204024489943,73.22105263157894,12.421052631578947
DK0,DK,Northern,19,0.025823211034958188,0.014579057283959565,0.0033328951975626353,0.07066249098108379,11.047190630684039,21.294736842105262,33.47894736842105
FI1,FI,Northern,19,0.021790876484285068,0.020329637728881036,-0.041642462610917974,0.05685768231999688,10.99186558498446,18.147368421052633,37.82631578947368
FI2,FI,Northern,19,0.019703472068451126,0.04565684410644934,-0.055235395143942156,0.11520977710966562,10.836588341429316,23.13157894736842,29.24736842105263
SE1,SE,Northern,19,0.01896717354748483,0.05402357280352076,-0.07745490737798733,0.14980551614044657,11.174441812693907,16.46842105263158,37.6578947368421
SE2,SE,Northern,19,0.016382408535044135,0.061654738514520704,-0.12063955862851117,0.17120995115050697,11.054492885353218,19.24736842105263,32.347368421052636
SE3,SE,Northern,19,0.01725534416530397,0.06249505975671516,-0.11416541609347242,0.21362449325416044,11.036923592321982,18.042105263157893,28.057894736842105
AT1,AT,Western,19,0.020643825780944095,0.01167879328091144,-0.009448176831872601,0.038020584450370265,11.011797782861095,18.305263157894736,23.731578947368423
AT2,AT,Western,19,0.023573922999577012,0.014540833054251075,-0.017922261813207996,0.05189482622783714,10.842887769299828,16.11578947368421,18.83157894736842
AT3,AT,Western,19,0.024652158288214397,0.014324779391435666,-0.01877521929387882,0.04228259918065547,10.929734292145136,20.25263157894737,19.568421052631578
BE1,BE,Western,19,0.024079964848782234,0.017420833898347,-0.0013656360813456558,0.061027318309912815,11.260323313005697,32.5,41.51052631578948
