id,growth,ln_y_initial,log_s_k,log_n_gd,log_hcap,gov_cons
1,-0.1269114731598328,5.7245785927983786,-1.613900339398205,-2.6761845370676998,0.6257880575243628,0.14270564883338213
2,-0.10606786227192697,4.799659477703493,-1.8590603865009876,-2.524909682142675,0.1701976674843084,0.08903814237501553
3,-0.13995829218526867,6.08619136384835,-1.4061151972087875,-2.6634567862185237,0.935213502711926,0.16692736552060725
4,-0.12991036007679413,5.535107896914092,-1.3208657104080026,-2.6826992584413314,0.543889123829814,0.15293119600746513
5,-0.13774927726678504,5.742237067323731,-1.43244565633851,-2.718874411978365,0.9092823683086362,0.16525145651270925
6,-0.1263865253909667,5.542774022299379,-1.3988670559531589,-2.655093448699381,0.7306806598328718,0.13429724207832391
7,-0.11917800403797577,4.905652159021575,-1.8043099817037724,-2.681646477582471,0.5699364145099183,0.14412405711831938
8,-0.12892706757649325,5.169704248310198,-1.50970697861088,-2.6771752545576963,0.8385878944286913,0.15952446508027462
9,-0.10989729624925446,5.8019148377290755,-1.6365871253185813,-2.68272354434239,0.6149836959977808,0.15248366330459512
10,-0.12319231984585313,5.15560972685002,-1.3731519493649413,-2.68908824758652,0.6571513082671012,0.16028676985903612
11,-0.1237745621106892,5.751186926591385,-1.5539971297591124,-2.668048054212275,0.5767458081694303,0.125749257361182
12,-0.12905641286810804,6.02529516849679,-1.4111714688129475,-2.692002013992505,0.777912584522411,0.1729121835457515
13,-0.14539344047470038,5.255000423067309,-1.3694912875590775,-2.6701530508683122,0.7363623101843079,0.15508914970797738
14,-0.11089294804359966,4.897272509941419,-1.69517564707014,-2.65615930364656,0.5552150906564223,0.11886815073551747
15,-0.12410828660696951,5.110641993900474,-1.6432946386304437,-2.6459372722882373,0.486333751212325,0.11378995159817162
16,-0.130770446074466,5.785921042886628,-1.6404190442312276,-2.648726627405615,0.7165505633389296,0.14338557795168214
17,-0.12754855491928765,5.55871222762181,-1.5782957121455574,-2.6225770901422387,0.5213642908163973,0.12953860268188414
18,-0.13392431063511512,5.182739380280166,-1.4618491744528612,-2.690102440983991,0.7105877678198617,0.17998043657419777
19,-0.13471818558927148,5.3021068667362,-1.3718643539640862,-2.7213837528414975,0.8443282591126791,0.15723477473538086
20,-0.11708525050900923,6.247175875076582,-1.2790355000326912,-2.6731420245598914,0.9053602465620083,0.16841917833342987
21,-0.12194042583632674,4.739391413216627,-1.5971751864513588,-2.5837314195637537,0.5178804008183582,0.12320572192811988
22,-0.12286338268652156,4.578656536339327,-1.9286672720097924,-2.6880210268417253,0.5673157410320291,0.144383030614769
23,-0.11218766397329355,4.928989171465221,-1.49408510470234,-2.6792227380225837,0.584409319679708,0.12163775827088014
24,-0.11683799379250297,5.064182470081474,-1.5489677533375825,-2.6206705613459986,0.6458781967048709,0.14270149135865362
25,-0.09189450874154026,4.716955731039665,-2.0785445802917013,-2.5424371535480477,0.4151427817774692,0.10126762612994153
26,-0.13205364056567437,5.228499014578816,-1.5255434902534675,-2.638334559631635,0.7629522799936851,0.1842407381650665
27,-0.11307875025642197,4.726501976485363,-1.663998078605945,-2.597170553124384,0.28568823185541736,0.12741485843984013
28,-0.13574001329533514,5.241387228634704,-1.5646924347135462,-2.635196294188391,0.6708600355383163,0.16883990389871986
29,-0.11797905847456101,4.812024835014551,-1.8032279911484925,-2.6325402215734264,0.5809655706943109,0.122497822020258
30,-0.1266722822970786,5.481487260391267,-1.4599647591618787,-2.7022775887817185,0.7798942264545426,0.128887122473815
31,-0.1194115551736207,5.75010690539065,-1.4503393140105174,-2.687763005487535,0.7266378365652701,0.15139987977056224
32,-0.11046176787972327,4.5316976896574745,-1.89269729158131,-2.639769933986621,0.40317898147303627,0.1346991415293115
33,-0.11899340952258373,5.4344825827790935,-1.8882958095066886,-2.6001019063897086,0.6831329121931273,0.11068372091737844
34,-0.12704745962076922,5.365914560554558,-1.5825422726544487,-2.601952488160235,0.6072640494979245,0.1164996744122235
35,-0.12035997502196902,4.816230586607916,-1.5897218422265786,-2.5621835377747737,0.5637393218626173,0.14636442623649312
36,-0.13387298518046212,5.442881502257852,-1.4504586304858413,-2.6603138975766725,0.6551939433602175,0.1565553689436835
37,-0.1221800721664753,5.305862926168336,-1.269827754617035,-2.709310984380275,0.91321105300366745,0.1870708619293665
38,-0.12565460755502084,5.411236873594249,-1.44161569794352,-2.7323994929059774,0.7803787085384929,0.15376083909940275
39,-0.12843228397642048,4.95402723444292,-1.8197229308261262,-2.638604006118829,0.6534607772066379,0.13547627643048588
40,-0.10876818666366914,4.69617508029752,-1.8776374998411125,-2.5680493677237375,0.21224375650798563,0.11004402102371055
41,-0.11356018027720985,5.046818858490535,-1.4737371848247625,-2.5880808481199775,0.6101873288423978,0.15145946339820113
