"country","year","treated_unit","adopt_year","treat_ms","gdp_index","trade_index","gdp_index_cf","trade_index_cf","true_effect_gdp","true_effect_trade"
"C01",1985,1,2010,0,10.9485662068025,8.3190386895769,10.9485662068025,8.3190386895769,0,0
"C01",1986,1,2010,0,11.047808948707,8.63754341360288,11.047808948707,8.63754341360288,0,0
"C01",1987,1,2010,0,10.9474306599997,8.81648168956512,10.9474306599997,8.81648168956512,0,0
"C01",1988,1,2010,0,10.5919486422661,8.53814528788001,10.5919486422661,8.53814528788001,0,0
"C01",1989,1,2010,0,10.7414490002963,8.44040562838884,10.7414490002963,8.44040562838884,0,0
"C01",1990,1,2010,0,10.9637690435733,8.55342181405936,10.9637690435733,8.55342181405936,0,0
"C01",1991,1,2010,0,10.8235356891232,8.08719108698429,10.8235356891232,8.08719108698429,0,0
"C01",1992,1,2010,0,10.8347818547458,7.92096629879564,10.8347818547458,7.92096629879564,0,0
"C01",1993,1,2010,0,10.2181152215547,7.37303377832392,10.2181152215547,7.37303377832392,0,0
"C01",1994,1,2010,0,9.69168846551453,6.85005951910328,9.69168846551453,6.85005951910328,0,0
"C01",1995,1,2010,0,9.22790861059512,6.89836981915454,9.22790861059512,6.89836981915454,0,0
"C01",1996,1,2010,0,9.36970406814402,7.00547100809256,9.36970406814402,7.00547100809256,0,0
"C01",1997,1,2010,0,10.5546442352443,7.97855665277283,10.5546442352443,7.97855665277283,0,0
"C01",1998,1,2010,0,11.7112170863929,9.03412347800859,11.7112170863929,9.03412347800859,0,0
"C01",1999,1,2010,0,12.297020767423,9.21768481694451,12.297020767423,9.21768481694451,0,0
"C01",2000,1,2010,0,12.1528913190464,9.57065128490349,12.1528913190464,9.57065128490349,0,0
"C01",2001,1,2010,0,11.4776609400952,8.90685892118361,11.4776609400952,8.90685892118361,0,0
"C01",2002,1,2010,0,11.0047963630547,8.45843209509525,11.0047963630547,8.45843209509525,0,0
"C01",2003,1,2010,0,10.2500660370383,7.8351550833023,10.2500660370383,7.8351550833023,0,0
"C01",2004,1,2010,0,10.2919539674055,7.48825693963873,10.2919539674055,7.48825693963873,0,0
"C01",2005,1,2010,0,11.0062908427859,7.815043485052,11.0062908427859,7.815043485052,0,0
"C01",2006,1,2010,0,10.9978975372166,7.68563325131257,10.9978975372166,7.68563325131257,0,0
"C01",2007,1,2010,0,10.7782195019317,7.57261442516506,10.7782195019317,7.57261442516506,0,0
"C01",2008,1,2010,0,10.7567721447854,7.81757655223412,10.7567721447854,7.81757655223412,0,0
"C01",2009,1,2010,0,10.5184860028249,7.88911177830455,10.5184860028249,7.88911177830455,0,0
"C01",2010,1,2010,1,13.8261195059961,10.3148452753752,10.8261195059961,8.51484527537516,3,1.8
"C01",2011,1,2010,1,15.5771074008827,11.3200900795736,12.0771074008827,9.22009007957361,3.5,2.1
"C01",2012,1,2010,1,16.6492725900522,11.9725257720539,12.6492725900522,9.57252577205389,4,2.4
"C01",2013,1,2010,1,17.5469987107442,12.5483876544141,13.0469987107442,9.84838765441407,4.5,2.7
"C01",2014,1,2010,1,17.3212828605654,12.2411612478753,12.3212828605654,9.24116124787531,5,3
"C01",2015,1,2010,1,16.972646942076,11.9842153048687,11.472646942076,8.68421530486869,5.5,3.3
"C01",2016,1,2010,1,16.4753761677976,11.2863134514834,10.4753761677976,7.68631345148341,6,3.6
"C01",2017,1,2010,1,16.5857012279914,11.1433486733384,10.0857012279914,7.24334867333838,6.5,3.9
"C01",2018,1,2010,1,17.4982565312925,11.6608187844461,10.4982565312925,7.46081878444606,7,4.2
"C01",2019,1,2010,1,18.6740716219522,12.2780148205506,11.1740716219522,7.7780148205506,7.5,4.5
"C01",2020,1,2010,1,19.6716729015377,13.2377017886503,11.6716729015377,8.43770178865028,8,4.8
"C01",2021,1,2010,1,20.4335223820418,13.8394626215475,11.9335223820418,8.73946262154751,8.5,5.1
"C01",2022,1,2010,1,20.9360758594421,14.3480371134792,11.9360758594421,8.9480371134792,9,5.4
"C01",2023,1,2010,1,21.3296381653198,14.6027968410039,11.8296381653198,8.90279684100387,9.5,5.7
"C02",1985,1,2010,0,9.27153279205178,7.87303374201609,9.27153279205178,7.87303374201609,0,0
"C02",1986,1,2010,0,9.53054978464271,8.59222494564941,9.53054978464271,8.59222494564941,0,0
"C02",1987,1,2010,0,9.72091238391331,8.65346278807875,9.72091238391331,8.65346278807875,0,0
"C02",1988,1,2010,0,9.69145310807928,8.78284764485825,9.69145310807928,8.78284764485825,0,0
"C02",1989,1,2010,0,9.24538320891591,8.41648031998393,9.24538320891591,8.41648031998393,0,0
"C02",1990,1,2010,0,9.37365847698009,8.12172801801824,9.37365847698009,8.12172801801824,0,0
"C02",1991,1,2010,0,9.41885656432112,7.94818458190698,9.41885656432112,7.94818458190698,0,0
"C02",1992,1,2010,0,9.17549752417982,7.67343635176102,9.17549752417982,7.67343635176102,0,0
"C02",1993,1,2010,0,8.75567642569559,7.05266409046727,8.75567642569559,7.05266409046727,0,0
"C02",1994,1,2010,0,8.36869861831128,6.6387137435524,8.36869861831128,6.6387137435524,0,0
"C02",1995,1,2010,0,8.49756307581583,6.86327360827111,8.49756307581583,6.86327360827111,0,0
"C02",1996,1,2010,0,8.69830327737692,7.16261289882071,8.69830327737692,7.16261289882071,0,0
"C02",1997,1,2010,0,9.36993323640957,8.02633120178046,9.36993323640957,8.02633120178046,0,0
"C02",1998,1,2010,0,10.2516526194143,8.79494280051381,10.2516526194143,8.79494280051381,0,0
"C02",1999,1,2010,0,10.5315812550384,9.40419175189214,10.5315812550384,9.40419175189214,0,0
"C02",2000,1,2010,0,10.4368696282087,9.01301638981049,10.4368696282087,9.01301638981049,0,0
"C02",2001,1,2010,0,10.2334350507835,9.06636038601641,10.2334350507835,9.06636038601641,0,0
"C02",2002,1,2010,0,9.50763717263685,8.28152676642126,9.50763717263685,8.28152676642126,0,0
"C02",2003,1,2010,0,9.24521949960071,7.9374671345195,9.24521949960071,7.9374671345195,0,0
"C02",2004,1,2010,0,9.00670779543402,7.27433896240879,9.00670779543402,7.27433896240879,0,0
"C02",2005,1,2010,0,9.11277425230212,7.10584940212421,9.11277425230212,7.10584940212421,0,0
"C02",2006,1,2010,0,9.53508894631675,7.31296015962891,9.53508894631675,7.31296015962891,0,0
"C02",2007,1,2010,0,9.39463869622763,7.24118613514586,9.39463869622763,7.24118613514586,0,0
"C02",2008,1,2010,0,9.07661303375903,7.28409105933034,9.07661303375903,7.28409105933034,0,0
"C02",2009,1,2010,0,9.38741091326977,7.96430165843914,9.38741091326977,7.96430165843914,0,0
"C02",2010,1,2010,1,12.4542649455147,10.0831569479058,9.95426494551467,8.58315694790581,2.5,1.5
"C02",2011,1,2010,1,13.4876492568309,11.0863671255473,10.5876492568309,9.34636712554733,2.9,1.74
"C02",2012,1,2010,1,14.5317376670787,11.6044871501918,11.2317376670787,9.62448715019185,3.3,1.98
"C02",2013,1,2010,1,15.2798822592654,12.3654830324832,11.5798822592654,10.1454830324832,3.7,2.22
"C02",2014,1,2010,1,15.1339262990466,11.6338064564751,11.0339262990466,9.17380645647511,4.1,2.46
"C02",2015,1,2010,1,14.3606593752448,10.9789156536318,9.86065937524479,8.27891565363185,4.5,2.7
"C02",2016,1,2010,1,14.2491601698097,10.7033388110313,9.34916016980974,7.76333881103132,4.9,2.94
"C02",2017,1,2010,1,14.1794428318146,10.3653023044445,8.8794428318146,7.18530230444448,5.3,3.18
"C02",2018,1,2010,1,14.9859369183766,10.6603325914063,9.28593691837656,7.24033259140631,5.7,3.42
"C02",2019,1,2010,1,15.7190241661433,11.1118495504738,9.61902416614334,7.4518495504738,6.1,3.66
