"country","log_co2","log_gdp","industry","fossil_fuel","urban_pop","democracy","trade_network","agriculture","log_trade","fdi","corruption","log_tourism","log_credit"
"Country_001",17.7428840047221,10.6513022165767,39.4551063978137,65.8576892094529,97.2202794148275,27.5566872976036,1.03753955029653,2.42508090548993,4.93162617526036,-2.0619083800931,0.309970590339838,16.4484279324119,4.46929113127544
"Country_002",14.0070955227958,8.38406206130075,21.5888082538603,52.6254348629441,76.8215943092288,28.7498656882563,0.503071761789949,19.1447111800568,4.65411318961414,3.68832407242105,0.421609796386683,14.7388666080532,3.57871498226647
"Country_003",15.7787880203284,9.60870584592226,27.1645466786781,56.045535875235,56.2811042405494,32.8130636059803,0.738042270667922,3.06573132302779,4.54232038721407,-2.16203730235352,0.188990177035829,16.4064854819622,4.06263730313043
"Country_004",10.9759509284888,5.8620929097746,25.4429898958744,41.1276181183311,70.4039312971929,8.44276118539331,0.404631880967395,12.4451671883411,4.01382174995546,2.63839729390865,0.461511997967459,12.0700453346406,3.80964700858634
"Country_005",14.3785328076208,8.39526215892833,27.2817610340844,44.9560831661104,62.2329065196104,16.1016000560271,0.8604696650351,20.8483778907647,4.44417011692264,-1.8868945986904,0.513011209777261,15.9020053801983,3.68894608308419
"Country_006",15.2644352607593,9.17785829088244,27.2087814444244,71.0986422013222,75.7800594785713,19.9914177684299,0.968639537104062,31.0448479567068,4.57111637987047,4.07609030141498,0.459510021226931,14.1892518418353,4.05655984915659
"Country_007",10.4094048047088,5.56245031637352,28.235750764108,54.6373916159944,56.512559891042,15.1342597876727,0.449724113066997,24.9014992534892,4.90516856349056,13.6187234519985,0.415826204924929,14.5467422137683,2.81645712394744
"Country_008",13.5152805099071,8.4977136114445,29.2756429144849,35.4521439848025,50.203194076178,4.74063731975369,0.650336674587891,37.107250637762,4.45528505549852,-1.75023424007002,0.33537307158073,17.4455121849294,4.19602111163649
"Country_009",13.7827645072237,8.10199599872598,26.3558917711466,66.3625654418402,42.3608338980268,31.2235016369378,0.700446925454051,9.0379515594181,5.21247277233543,5.22415526283207,0.34655218549044,16.184995800384,4.73117744510008
"Country_010",17.4243263189295,10.8448339283212,31.6619893508753,57.3916207683313,63.2410234520132,32.4730513389108,0.522805051904663,1,4.0695311177416,-5,0.551895946334412,17.1089922377276,4.72180831957465
"Country_011",14.7959752942039,9.01415209543413,26.894482705869,48.7860168917207,42.0200003043867,33.1206752706067,0.465167805799334,16.0731364882933,3.82112138750825,9.58198374189745,0.544655148837036,12.9636625889639,3.68972849084633
"Country_012",17.671160181327,10.8586380999055,18.3370207523308,65.7638680332283,78.2451778423966,36.5133201153129,0.56334767418012,13.3190947894545,4.06391816408721,3.78276979022662,0.373444860379848,13.9067241302646,4.25865129547847
"Country_013",12.7885595504255,7.37989788478508,31.6678164955587,60.8258429506402,45.0112279496783,21.1141515596286,0.676983675503187,12.6646280036658,3.65780760510235,-5,0.0950856793258472,14.5219885467283,4.54527332793077
"Country_014",14.279833338233,8.95997473787041,25.2988470657674,47.4966344251541,62.9099629102109,31.1911763822728,0.553811276216143,10.5963775796893,4.38791748615153,-1.94295301492469,0.354043905030838,13.0934959494869,5.44997280501987
"Country_015",11.8113195865734,6.35427124317689,33.7170198066908,41.7519408346348,45.300412852225,24.7173489386255,0.723726297768846,24.9959121799558,4.10816717800212,1.41129660579736,0.622413472701592,14.1557724927173,3.70313827164708
"Country_016",16.6668943511557,10.2916398144579,30.1038288444605,59.0378384602076,42.9558992796211,24.433334405549,0.936585080423793,3.38436302122459,4.54551331307012,-1.22623149790337,0.197213454126798,14.0408555575542,3.41926521103697
"Country_017",13.2154378249854,7.77689791567841,30.3249064985863,57.5466276207371,36.7510397101567,21.0964645296834,0.573962008539692,28.4457421561167,3.70624214203832,2.10301117945978,0.233167471292269,14.1609851694248,3.74907415198984
"Country_018",17.0666221823,10.476793528878,32.8112581177111,78.3123923919423,72.8402641953212,22.542309471458,0.52785164804107,4.44973163152254,4.64687231461232,-5,0.230612668129145,12.8611791366809,3.92108972156453
"Country_019",11.7238687598409,6.80525264723826,18.1065126992792,43.0672427549632,51.8059343624743,18.5878507562363,0.598186985491197,23.0021224996941,4.60297843651822,4.45359821632145,0.417013352165502,12.3704834854287,4.03904747920307
"Country_020",11.7182455346404,7.11047288851178,16.0919091436123,48.8551495333195,55.4489734621484,26.6657401713385,0.360211441255858,14.0893753759894,4.890885822988,4.50447600329024,0.410989881345504,13.3851853149181,4.44817352615877
"Country_021",14.5098090746438,8.71106411208797,24.861941450138,50.5791259906413,60.5630835794017,29.346038004369,0.811421618135194,10.8707362661624,4.72489967407688,-2.23234368125692,0.0990539146383644,14.7755539865328,3.00095767799892
"Country_022",12.2365506111199,7.22165118032844,36.1634686440885,52.4514879449065,62.3003335124213,7.66516996006762,0.626023159022706,1,4.97892675076914,-5,0.379385989848993,13.7414052538605,2.29573153986523
"Country_023",17.6505659812527,11.3550957744955,37.2305858263647,50.3119090786225,63.4447965736375,28.5117571874919,0.880572028764323,4.49603231221262,4.30496795460873,-1.81784305268379,0.309594236832216,12.8406358698842,3.93745311670874
"Country_024",10.6335581199136,6.0277210883015,29.7194630507825,53.6988331040747,35.4207939559562,13.5385086704517,0.622762938145841,24.2673368926365,5.36498275871059,-0.933731119654616,0.532190678248101,12.5755760194729,3.24447088537969
"Country_025",15.3576377010663,9.63943715410836,36.3361379393661,49.8352242410462,57.7953932647057,20.3788138679415,0.700610894502705,14.518865576673,4.3993934293576,8.14572374768844,0.10658477234582,13.3647564609944,4.6889536748625
"Country_026",14.3146968819169,8.59343630710776,30.6062649057014,57.4575702745081,44.4559552551583,33.3572488820476,0.470953356715147,1.23723311162692,5.12028074652892,7.98743471555386,0.390397112114208,11.5423220615791,5.05344728063524
"Country_027",13.7976751060999,7.91645321277798,24.787359205638,49.6806600468871,58.9392984953645,13.9065277282284,0.472179188004188,17.1963242094227,3.66456327135243,1.50000859327954,0.477272422209672,13.6163834175986,3.31245894658876
"Country_028",15.2491581740117,9.45499844264169,30.6362298655758,45.7588053455977,69.1491830760889,23.6004364646353,0.558214780266246,13.5606117166841,4.34868535676749,-3.18329256662151,0.0793978883504358,14.271295862852,3.43186092499273
"Country_029",12.5911818840776,7.19832183488367,23.1662735643766,54.0312800325722,77.076909074983,26.391945792328,0.699479521425694,17.6262662966217,3.90462079599718,-0.85470395292324,0.439560370193796,15.8834926686782,2.3997255424771
"Country_030",14.1294582623298,8.64810041952379,13.9979040809534,59.3568289333925,77.3779811737942,21.3673428781527,0.674378990205142,14.7463932110901,4.31489862333747,2.72025162772352,0.556717734042323,14.4512962256333,4.47178869396854
"Country_031",12.7648244569191,7.47523844033186,22.4528485809857,47.7121881529251,63.7336579517621,17.7556139770549,0.522134230586206,20.4029837454481,4.70587277902051,-1.58622945433751,0.310560033447747,15.8443957031064,4.20681660151718
"Country_032",14.0219062421406,8.86163416051075,25.0573409026072,54.15613238247,56.4868611241069,35.3205880719005,0.692609871673617,10.3642427451559,4.88536191607511,-1.42715255343641,0.419094816766398,15.5864252848966,4.50707359344377
"Country_033",16.1030942618316,9.38414785820927,31.7171481138176,64.2805293134847,87.5795393070764,30.5583720872259,0.834619448528308,14.3348308588663,4.39332810280103,11.5489277305829,0.46281703519399,15.5188389324128,3.66219354770407
"Country_034",11.8079314604054,7.10406259017079,22.1863195380167,42.3842744280062,65.8151116177848,25.8854081159564,0.417231638096094,20.3853236206731,4.81049443492312,-1.16040867229872,0.572916022072107,12.2779984506463,4.63802441937556
"Country_035",14.6831092400962,8.94619278056351,36.431826820357,69.3070722713094,63.3391114022239,26.7787638658377,0.423920049745932,1,4.43218387520373,0.810763302543317,0.642144689127314,15.1813579746971,3.52860818119996
"Country_036",20.359579879252,13.2059156512114,27.1817069235765,58.8894529054774,93.0646960935319,30.5177423372491,0.949769609420348,1,5.28162691858147,2.66283106917316,0.173587757578268,19.6287553258281,5.0692855377105
"Country_037",12.371124549173,6.95869796375515,30.3202116462704,52.0374818203436,48.7785239931648,25.8031697464402,0.497341872096235,19.0122796326695,5.84267564582191,1.5897076791626,0.333745772038008,15.098170404951,4.13111130967853
"Country_038",17.6717984580464,11.4127042625215,29.8063191051498,53.7348858423561,80.1638982444306,10.6733063909398,0.771603268576339,12.99745438863,4.0919380656187,11.3324333806979,0.26805578425255,15.0227714380461,4.04674905868431
"Country_039",13.5885688770017,8.08306575720489,32.0574034960456,60.1432074091335,54.4340176253555,28.823788595672,0.661814405998374,25.9986427331461,4.00956580121686,-0.97582071645272,0.415908467717372,13.9253801012269,3.81213594916892
"Country_040",13.6285713541613,8.16761682406582,28.643087340435,66.5944467987189,67.7373375425259,8.71473024243897,0.646635792787974,11.9275430499526,4.50638636430417,7.55753439499375,0.415087637868994,15.744069125432,4.37981164704677
"Country_041",11.3330837286239,6.91068228176401,24.9650798085172,44.3547638414275,78.3547955517251,13.8185838477874,0.359806532028558,16.0243391462484,4.15195948658384,1.7489037033664,0.387803955559056,13.4647904148275,2.96361173293505
"Country_042",14.6410983090625,8.53649969394432,30.0910788873115,46.3140194464119,78.7205403317082,36.9207884624274,0.664021685536668,12.391733420149,4.44281682617163,8.06129580252956,0.181975792164905,13.6252194080642,3.77450507308934
"Country_043",13.2390836235893,7.4056203964008,23.4085297798307,54.7847504578382,68.474882133571,16.7224307099463,0.640176959257525,19.6522708353962,4.61028477975485,8.53363936172749,0.484759280810708,14.2934023559461,2.51720073402376
"Country_044",12.5285278074033,6.96125416140687,25.8039455666232,49.8988047413433,54.6887271022268,16.6598289020182,0.354865667796279,29.0900643555187,4.20097031442575,-3.19279082899528,0.358124878488426,14.1526552165476,3.82113822278285
"Country_045",14.4521282716602,7.9902993833244,38.9414542041716,67.8414861393378,64.289751192705,27.2100783578197,0.502752658407349,9.97510113116537,3.82272737733238,5.07882607902036,0.473311218460185,13.6306144261095,4.77777567089961
"Country_046",16.094234198462,10.1653539573283,22.5438105220596,68.7722275262895,76.7550599775193,24.0480972910618,0.80138229963366,1.7590885373381,4.39781092709444,1.46138167204709,0.413787028025642,15.8457573678066,3.99201908431367
"Country_047",13.7559481284385,8.57393543596355,35.4226808790476,54.6039731886216,64.1841945459366,17.146395213045,0.373901662748103,20.4377379114806,4.30709241564969,6.81657024988041,0.392883060272727,14.8624628970354,2.33063558025231
"Country_048",15.9486970929818,9.9754817064344,33.6976869290929,68.342021677229,67.9568176280558,24.1610908662964,0.622023477822127,6.21294097380213,4.68895870682185,-0.921385899335938,0.360019242424179,14.2565269799865,3.57440831639954
"Country_049",16.2242045641449,9.87808439851515,33.1879437881497,59.0272890720868,58.9281896299179,23.3497263547704,0.689661760713523,12.5985601272596,4.38399607022223,7.40992589129125,0.30314571037255,14.6510499375947,5.50416917952859
"Country_050",16.6878307725266,10.3096364429645,30.4273076122553,53.0106513359161,53.4395411149458,40.7536550708457,0.714023860832929,16.8819014964862,4.2346058252077,1.49537796567637,0.29686833221477,15.5480990061122,3.81012255364838
"Country_051",16.5237051139243,10.5371977901058,33.7203227174051,47.3628845917958,58.2488185572028,18.9627836162581,0.676322408301836,1,4.48844461466354,2.43689971496741,0.321731735928634,14.5989822842027,4.17036243465514
"Country_052",11.5523783040333,6.12395288126772,25.9435623439785,61.5575267480478,56.3544072137751,27.639038214406,0.579441319165026,27.0821485836038,4.77648440724061,0.303799467861834,0.705686903541486,13.6199134282959,4.10644189651855
"Country_053",14.7034804543597,8.79646755010855,31.3835677026908,48.0741708732889,47.6588950646062,12.3464984322519,0.865514718084412,17.5919870204993,4.15154972130479,-1.60009004580796,0.376871631783635,15.3944859359596,3.93576706377117
"Country_054",14.3815630768616,8.46724776703837,35.7233172095243,58.3749777205002,65.0617781349044,33.2159758145029,0.539797229283715,16.0533663194731,4.69528810465661,4.49068389733682,0.401772173217327,14.5272290516351,3.72251665381901
"Country_055",10.8788375024542,6.10974404556465,19.8183325345833,55.3046823998992,40.5371765056765,21.976424382489,0.376824353792285,18.8947728442114,4.49269466191309,-1.40268395131148,0.485042988089277,13.0950724618761,3.92033983133759
"Country_056",12.2842908632694,6.96186828718547,29.4210614340176,47.1567484259156,54.4443538060058,26.5584135502446,0.539509873595327,17.3439001073721,4.54149934105305,-1.29758112575861,0.17437650835903,15.8123610655167,4.21984978228914
"Country_057",17.0574124222024,10.8581481412679,21.3334832634664,64.5687298380073,75.8099927521606,30.9772751902435,0.484203123196328,1,3.7271111738254,7.2505466065595,0.0556544656510395,14.7700220195532,3.3615132273546
"Country_058",17.1443965083176,10.7248633684735,29.4270892480522,53.1949110940754,97.620460784983,35.5394308784396,0.540808107094145,1,4.06287644225697,-2.07190279244543,0.109268513774267,15.7629425202779,4.56794669627425
