"country","region_grp","year","lnGDP","wcv","cv","gini_reg","wcv_nocap","trade_gdp","urbanization","nonag","ethnic","federal","lnunits","lnarea","area_units","period5","lnGDP2","lnGDP3"
"Australia","EAP",1982,10.3133422259343,0.333227959575357,0.415782710336456,0.173986196799589,0.325586605860759,42.2927926686505,79.5729001527854,92.2870849453234,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"1",106.365027869239,1096.9789332865
"Australia","EAP",1983,10.2954564340303,0.262281091549879,0.315799187673283,0.137030980343932,0.236865512261129,44.2841060342616,82.0216428494956,92.1717218006514,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"1",105.996423185017,1091.28155706438
"Australia","EAP",1984,10.3077265181785,0.218994799561315,0.258314728496004,0.11444311536118,0.189343018160128,46.6640492318152,82.0960727540764,92.2510324983855,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"1",106.249225973559,1095.18796410359
"Australia","EAP",1985,10.3792014553648,0.301750208657423,0.370483847205949,0.157601696133607,0.284370926114491,49.0581259618219,85.1073212167579,92.6985597315193,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"2",107.727822851046,1118.12877571886
"Australia","EAP",1986,10.3668479066701,0.163897697658324,0.188560658520536,0.0856618578196564,0.134646806045636,44.9612580224644,83.8485311865387,92.6229499630181,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"2",107.47153552003,1114.14106303244
"Australia","EAP",1987,10.4084207305796,0.232012201856599,0.275341643730963,0.121238538503149,0.203175922048706,42.4834217923201,84.0749689459709,92.8745624530523,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"2",108.335222104759,1127.59857160712
"Australia","EAP",1988,10.4200252355603,0.236976738222932,0.281893224020654,0.123829597837453,0.208551922246786,41.11252473559,82.4517598477074,92.9433695375164,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"2",108.576925909713,1131.37430797876
"Australia","EAP",1989,10.4426493183432,0.246098627954033,0.294016133392589,0.128589579086621,0.218579590259175,31.4604488434083,82.391231759374,93.0757529112688,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"2",109.048924785894,1138.75968008148
"Australia","EAP",1990,10.4234262856319,0.197040046517821,0.230081914340307,0.102977844544547,0.166833859749089,45.8315692116337,82.2374441194024,92.963418896479,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"3",108.647815532002,1132.48249629276
"Australia","EAP",1991,10.4711009619551,0.251355443838565,0.301053070785865,0.131332161608178,0.224448736608043,45.6150577135662,81.7756222567256,93.2389721668203,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"3",109.643955355456,1148.09292639508
"Australia","EAP",1992,10.4906030161915,0.151519092368008,0.173375938460602,0.0791924173319063,0.123133273093638,49.3934623456127,81.7852013060077,93.3487813054239,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"3",110.052751643326,1154.51972832966
"Australia","EAP",1993,10.5248147386454,0.234355578039359,0.278430113539518,0.12246161840696,0.20570646919571,47.9046794338752,82.0565587470281,93.5374218951752,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"3",110.771725282807,1165.85188688166
"Australia","EAP",1994,10.587629942232,0.186636692554446,0.216909339245117,0.0975433248437989,0.156507560672895,51.7544015699857,82.9402649231635,93.8708679775563,0.649968240606171,1,2.07944154167984,15.8541301051239,7.6242249600902,"3",112.097907793648,1186.8511650176
