"id","time","growth","ln_y_initial","s_k","n_pop","hcap","gov_cons","log_s_k","log_n_gd","log_hcap"
"1","1",-0.178646762670047,8.24832393325862,0.191639271992297,0.0167750573990484,1.88075402163171,0.128448000932153,-1.65214046580402,-2.70642566039759,0.631672771768663
"1","2",-0.151410153406236,7.35509011990838,0.210583593827491,0.0163973459530554,1.8973662784182,0.132731423376946,-1.55787258437049,-2.71209819388511,0.640466755297468
"1","3",-0.12618165185175,6.5980393528772,0.204845434403758,0.0197915711000005,1.80150138874087,0.15498454943992,-1.58549956274674,-2.66224203438528,0.588620422086017
"1","4",-0.127530715425426,5.96713109361846,0.201489840636685,0.0175962763056626,1.83941946058407,0.156086556994019,-1.60201631754296,-2.69420238168617,0.60945001128483
"1","5",-0.118094281260155,5.32947751649132,0.202599927892359,0.0177893662692047,1.8579397232802,0.154595487992745,-1.59652204307898,-2.69134993602366,0.619468198143228
"1","6",-0.138528767429265,4.73900611019055,0.185580182761047,0.0204942448212639,1.8829514410541,0.139980208501602,-1.68426823824755,-2.65222420623707,0.632840461267139
"1","7",-0.106632786009188,4.04636227304422,0.191309716738332,0.0202959862148795,1.88913215521644,0.124257162385604,-1.65386161063019,-2.65504057688968,0.636117546483289
"1","8",-0.0682666672265954,3.51319834299828,0.206176662498404,0.0216549309557876,1.91107955392217,0.150561801044068,-1.57902189276471,-2.63589330703704,0.647668293864269
"2","1",-0.190132131767784,7.13304626010767,0.186815835585091,0.0383014131624226,1.05550582912042,0.0754557482765566,-1.67763198384096,-2.42699916739584,0.0540201109062577
"2","2",-0.120010840093749,6.18238560126875,0.162453914926577,0.0339206168526886,1.09786924067061,0.0713987837583207,-1.81736091788639,-2.47788396443626,0.0933712473532925
"2","3",-0.139071234819893,5.58233140080001,0.158124440756244,0.0319773306811487,1.16792802095233,0.083422555437851,-1.84437295622601,-2.50131252504658,0.155231256610105
"2","4",-0.129157893164999,4.88697522670054,0.171305487272493,0.0303511861418977,1.13851689190695,0.0960182280654275,-1.76430684105073,-2.52134842471843,0.129726443396177
"2","5",-0.0927985257009413,4.24118576087555,0.15720826995678,0.0275106829832319,1.19911583758633,0.0981189654062862,-1.85018379250322,-2.55733950717765,0.181584483210553
"2","6",-0.0710242735841604,3.77719313237084,0.150084526762599,0.0263415863218966,1.29171847645439,0.0984165357766745,-1.89655663184835,-2.57253745218621,0.255973484136186
"2","7",-0.049997017879099,3.42207176445004,0.133135113533327,0.0259079933178544,1.29445131953066,0.0971944147197128,-2.01639077520065,-2.57823328631994,0.258086913886787
"2","8",-0.05635098116479,3.17208667505454,0.134568866357099,0.0270251621099828,1.26312322050995,0.092279907559295,-2.00567919345159,-2.56362312986049,0.233587400375109
"3","1",-0.203978736723117,9.12878630782182,0.215113784602809,0.0252158768097997,2.63176270682855,0.174368109367763,-1.53658816013692,-2.58739294252079,0.967653852418653
"3","2",-0.187526950235111,8.10889262420623,0.21726353234824,0.0199486232862274,2.59608249825795,0.160226616266314,-1.52664422748659,-2.65999425946208,0.954003577326868
"3","3",-0.173567531075074,7.17125787303068,0.246104936702392,0.016386110856915,2.52637976071541,0.165268288647404,-1.40199726204479,-2.71226741822129,0.926787353370703
"3","4",-0.17299943487001,6.30342021765531,0.247564111654114,0.0177056104256686,2.5525317222134,0.172844852021081,-1.39608569353136,-2.69258623062656,0.937085698878929
"3","5",-0.175753596613421,5.43842304330526,0.252609939544627,0.0190132957291299,2.56694339065877,0.171252488713079,-1.37590872089046,-2.67345610122102,0.942715848922337
"3","6",-0.0885400960336258,4.55965506023815,0.257773870970039,0.0189466324078434,2.54082373595301,0.174316582568839,-1.35567254749252,-2.6744225170111,0.932488333948097
"3","7",-0.0509626751221396,4.11695458007002,0.256156623040883,0.0203724211394788,2.53985152046056,0.159660454538865,-1.3619662128278,-2.65395383774819,0.932105622810205
"3","8",-0.066337316809651,3.86214120445933,0.274155791170735,0.0203986647274843,2.43237399718899,0.157481532041513,-1.29405875325986,-2.65358098293716,0.888867734019616
"4","1",-0.19542939459347,8.16106592525345,0.320132622257931,0.0157332103476902,1.48481657354107,0.15908529832447,-1.13901992449075,-2.72215099646181,0.39529124512454
"4","2",-0.170443655431321,7.1839189522861,0.300889179404769,0.0153360113867085,1.67466435186767,0.155137569213667,-1.20101325676121,-2.72821191864694,0.515612758252211
"4","3",-0.135837936517272,6.3317006751295,0.279108966731516,0.0184078683288554,1.73029921368867,0.134351229624498,-1.27615301164846,-2.68226742692195,0.548294349443945
"4","4",-0.122529614157307,5.65251099254314,0.27389185113636,0.0189110232468505,1.80947542905709,0.13755052125863,-1.29502195439204,-2.67493912469046,0.593036985071822
"4","5",-0.109336368395294,5.0398629217566,0.266644542021303,0.0211711371372534,1.77770183013793,0.141145846628361,-1.32183881084442,-2.64266792003756,0.575321423443599
"4","6",-0.107917589629212,4.49318107978013,0.246313578746985,0.0186986108651056,1.7814774482597,0.151106117325475,-1.40114984444966,-2.67802630026241,0.577443047134179
"4","7",-0.0977127269408651,3.95359313163407,0.230753750421953,0.0193633938354527,1.75438760960628,0.16358709948814,-1.46640415254836,-2.66839601697663,0.562119855628684
"4","8",-0.100075594949612,3.46502949692975,0.230772078632411,0.0196039219388734,1.79318492506202,0.18148588619648,-1.46632472812912,-2.66493436353289,0.583993326539532
"5","1",-0.209627634690591,8.58536450113529,0.232410585876851,0.0150742999460055,2.53033405742151,0.160143847012722,-1.45924970479714,-2.73222558580815,0.928351332529639
"5","2",-0.191176950834638,7.53722632768234,0.242595813210893,0.0171546391098879,2.49865720242494,0.147329196979556,-1.41635854061413,-2.70075727262276,0.91575346854403
"5","3",-0.150976423749192,6.58134157350915,0.239180820529514,0.015579466583499,2.47433343915937,0.163049237451013,-1.43053544185319,-2.72449264142764,0.905971042236816
"5","4",-0.161735328687278,5.82645945476319,0.232473762519661,0.0167452740555327,2.46850244207271,0.179895453762054,-1.4589779097005,-2.70687178487444,0.90361166801048
"5","5",-0.0916031556370983,5.0177828113268,0.241857855478764,0.0190538510840847,2.48598193614623,0.167809006437635,-1.41940509945186,-2.67286862828402,0.91066772682971
"5","6",-0.0789591912114727,4.55976703314131,0.237384973691387,0.0170563361937261,2.52400753000601,0.165857383478231,-1.43807209412831,-2.70222217418568,0.925847928036643
"5","7",-0.0999974634272234,4.16497107708394,0.24099870228547,0.0134121459834389,2.45451178600792,0.154910752804643,-1.42296373021357,-2.75809985886164,0.897927876300293
"5","8",-0.117918069896787,3.66498375994783,0.243167996728267,0.0137072218644103,2.42571882702825,0.18301677417582,-1.41400272994938,-2.75345734976259,0.886127903981479
"6","1",-0.166533896138203,7.93222046088884,0.268544718604305,0.0221019066813992,2.18534038688781,0.0923668479132332,-1.31473782916438,-2.6296747900839,0.781771599887249
"6","2",-0.139708877626191,7.09955098019783,0.243973573886169,0.0214162616669211,2.08340129732781,0.10877427953217,-1.41069536329942,-2.63922968113003,0.734001797265442
"6","3",-0.146305535476813,6.40100659206687,0.262897897670568,0.0193355145234573,2.07652106471695,0.135315310733204,-1.33598954396687,-2.66879802897083,0.730693928374779
"6","4",-0.114610927036287,5.66947891468281,0.245407082673374,0.0194230934181765,2.07626744768313,0.154000924638785,-1.40483688537213,-2.66753570863412,0.730571785369722
"6","5",-0.121292544643642,5.09642427950137,0.238749325169516,0.0194902147020184,2.0710776712767,0.143717258427902,-1.43234112614041,-2.66656933197844,0.728069085948087
"6","6",-0.0794717882034346,4.48996155628316,0.2430719121874,0.0210249656286198,2.05379974175465,0.140045843231018,-1.41439794449412,-2.64472383517555,0.71969161004179
"6","7",-0.106331167151567,4.09260261526599,0.249174642157978,0.0194767215731323,2.02983703469286,0.141131947415769,-1.38960125423689,-2.66676352391057,0.707955511354784
"6","8",-0.136837466851596,3.56094677950816,0.225747874739454,0.0201266287020288,2.03946998009773,0.15902552473451,-1.48833650095105,-2.65745268971161,0.712689960421121
"7","1",-0.203221521028761,7.52420817613903,0.125376139840809,0.0190570906842882,1.5949302182109,0.114274119537964,-2.07643694128925,-2.67282171527101,0.46682998494174
"7","2",-0.172854322429237,6.50810057099522,0.144568732750921,0.018919044974467,1.70010546887181,0.130328718229681,-1.93400022534369,-2.67482272443428,0.53069028965057
"7","3",-0.129674516138922,5.64382895884904,0.157582899882137,0.0188987168816355,1.75789393067371,0.132652310906886,-1.8478036107312,-2.67511772404398,0.564116462217321
"7","4",-0.116863096304868,4.99545637815443,0.171423544612551,0.0203772455024045,1.75436918568612,0.157880668252658,-1.76361791578474,-2.6538852853595,0.562109353948891
"7","5",-0.142409656951407,4.41114089663009,0.170893820050481,0.018015125371623,1.75757769536938,0.161986106602634,-1.76671285071699,-2.68802516660471,0.563936551617083
"7","6",-0.0661241589155251,3.69909261187306,0.17314518886386,0.0170902142748044,1.83442812801576,0.170470384248516,-1.75362479446337,-2.70171708357127,0.606732786076664
"7","7",-0.0547107910118263,3.36847181729543,0.194986553879574,0.0170714416585806,1.87518671876293,0.153094494030488,-1.63482467725958,-2.70199693426654,0.628708237804513
"7","8",-0.0675659695232597,3.0949178622363,0.190622768476577,0.0182358503623952,1.88960469256591,0.132305655137728,-1.65745883804136,-2.68478518710848,0.636367649822564
"8","1",-0.151092653998988,7.92411669535995,0.231026672582145,0.0177215665714583,2.45588819608623,0.174845805519017,-1.46522210940242,-2.69235058891539,0.89848848648251
"8","2",-0.186858577205575,7.16865342536501,0.220439146919078,0.0198286195809192,2.50010183899712,0.17202986876745,-1.51213359987535,-2.66171133060085,0.916331466643331
"8","3",-0.180688990651656,6.23436053933713,0.209963563904848,0.0196039957283467,2.49823811300753,0.175451758219283,-1.56082126853345,-2.66493330339961,0.915585728620764
"8","4",-0.17529438879197,5.33091558607886,0.205778497359415,0.0194994752107952,2.35829105351147,0.177176630753744,-1.58095494423134,-2.66643607736371,0.857937226860825
"8","5",-0.0924698884978606,4.45444364211901,0.212763423925226,0.018661979560841,2.28768452302135,0.166645916340504,-1.54757441633835,-2.67855966001311,0.827540180715911
"8","6",-0.12930193831762,3.9920941996297,0.221038560616367,0.0184069694220553,2.15597965486842,0.145407434100796,-1.50941811025767,-2.68228056740897,0.768245216484798
"8","7",-0.0876238234982586,3.34558450804161,0.231631355562157,0.0181924397832347,2.15376186882637,0.129104117861395,-1.46260815573673,-2.6854215738957,0.767216019617363
"8","8",-0.0280862796500177,2.90746539055031,0.237183014086879,0.0181728467529629,2.13263612100959,0.135534189080008,-1.43892322451173,-2.68570893486423,0.757358830004028
"9","1",-0.159662399448412,7.96300213292603,0.231348108189514,0.0165129980855937,1.84584564221484,0.137365411400094,-1.46383174092855,-2.71035789048639,0.612937515149447
"9","2",-0.156373933614593,7.16469013568397,0.233339410546774,0.0182920624075161,1.84809891296731,0.12882456403595,-1.45526118774555,-2.68396173574009,0.614157496120079
"9","3",-0.109338599624021,6.382820467611,0.211505083229504,0.0176084081745157,1.78217306104028,0.141522305867705,-1.55350624660257,-2.69402292238811,0.577833440517364
"9","4",-0.0790744716985858,5.8361274694909,0.202524505179006,0.016805807207107,1.7827801747594,0.167279077022347,-1.59689438652739,-2.70596526797997,0.578174041745392
"9","5",-0.0772927377105269,5.44075511099797,0.1801068058356,0.0177881280136897,1.86435681261761,0.157947043351521,-1.71420523831045,-2.69136820241104,0.622916121022459
"9","6",-0.0850160380688132,5.05429142244533,0.179928110648984,0.0203995377383732,1.8682449921515,0.190622382887028,-1.71519789315089,-2.65356858205599,0.624999483322327
"9","7",-0.136958100305027,4.62921123210127,0.16931864514815,0.0198097903594944,1.87884964702389,0.151934278855966,-1.77597286508509,-2.66198101601974,0.630659699679934
"9","8",-0.0754620895240568,3.94442073057613,0.162378143576853,0.0199088703194874,1.93129694686592,0.14437424301615,-1.81782744419816,-2.66056273765779,0.658191770425244
"10","1",-0.17237908925471,7.68560170631341,0.271903614359917,0.0147758616985957,1.92350954743736,0.138273019386631,-1.30230763445701,-2.7368222496723,0.654151406773334
"10","2",-0.169690620151929,6.82370626003986,0.277568456419541,0.0174482605329538,2.00119446241152,0.150560636694722,-1.28168768641842,-2.69639448564603,0.693744233494124
"10","3",-0.136450330431936,5.97525315928022,0.263508798822273,0.0210434688875009,1.92004469280305,0.153902052154923,-1.33366851944334,-2.64446335142983,0.652348463270362
