"state","Dyv","Dxv","Dyp","Dxp","Dym","Dxm"
1,0.14097422245876,-0.0183981316446867,0.0270241342269225,-0.0384564476545614,-0.00431430280868952,-0.00871376591406239
1,0.0150239400863438,-0.000283156437391553,0.0320814005678678,-0.0140526469533518,-0.0353673907511358,0.00524088876729322
1,-0.0273540284358022,-0.0225200819395664,0.0372186988231067,-0.0542326305193652,0.0465859775407545,-0.00635569492254571
1,0.00627637268481087,-0.0297462270585068,-0.00865789240874781,-0.0568506781107406,0.0565204620380278,-0.0144224255514887
1,0.060846868577407,-0.0404420014618288,0.010119028465589,-0.064782603748932,0.0496062836300259,-0.0259057691487899
1,0.133229071271763,-0.0385199546521881,0.0688447480095243,-0.052652539945013,-0.0217862995841827,-0.029102343598621
1,0.0159561188694259,-0.0404210355147929,0.0146554577138946,-0.0391734061881613,-0.00338455133501241,-0.0404130192886418
1,-0.110568975463172,-0.0509389438334138,-0.0440573065635863,-0.0389945783263548,-0.0148872931979947,-0.0568847717574114
1,-0.117978366048026,-0.0262679419675033,0.0368748868195239,0.00998065092802056,0.121284551727369,-0.044110739067666
1,-0.0675689546595396,-0.0442627962570097,-0.0181754310647,-0.00793568700083427,-0.0315696907579456,-0.0586162650233563
1,-0.0511920300741509,0.00023173074250385,0.0459308917758718,0.0487833659417758,-0.0658231695415968,-0.0208291196113451
1,0.0212453689008321,-0.0170101151912567,0.0368174555936201,0.0174935706490325,0.0478079405643595,-0.0274681629873729
2,0.0291993302330017,-0.0170000437153343,-0.0174310313996123,-0.0298637175172428,0.100940467027485,-0.0102836553348742
2,-0.0643634705448716,-0.0189376995952759,-0.0524945576661882,-0.0382225575289465,-0.205319566318341,-0.00872475140078969
2,-0.0342498189447601,-0.0298225293782826,0.0334177419973199,-0.0572168245363848,0.0804714239433129,-0.0153767830714672
2,-0.0464227957858517,-0.0280078748755978,0.079902607342727,-0.0475814485956905,-0.307931294781143,-0.0169377296521444
2,0.00899326951127767,-0.0362968435328389,-0.0299085920711704,-0.0512706379459882,0.0868094029113398,-0.0277795841364625
2,-0.0116337323565331,-0.0304851949163597,-0.0761247343866862,-0.0398048592073851,-0.0308874077685521,-0.0248484898918385
2,-0.00566021779545452,-0.0302884284515265,-0.0271071915490371,-0.0347084645478388,0.0460459293151869,-0.0281281586917098
2,0.0561945838703907,-0.0278481082150475,0.0896423606846107,-0.0148692746999407,-0.0294005288623227,-0.0324975980718086
2,0.0194045768020095,-0.00524910277909921,0.0617285113526511,0.00572249786356899,0.319571569909179,-0.0111165059962747
2,0.00442283130212815,-0.0149517730112809,0.0114895158096112,0.0125636008490744,-0.0371154154936298,-0.0269555313933881
2,-0.0439857180548095,-0.0330106152764912,-0.106376286761864,-0.0168087682481945,-0.102950603453784,-0.0357223153223318
2,0.00561398439691245,-0.0037245474615461,0.043953167624954,0.0234105843853834,0.0493978347434382,-0.0114966669555421
3,0.0727326098988004,-0.00573254703483538,0.0502243098723657,-0.0276403681117695,-0.0391743129106939,0.00256757979844236
3,0.0668272289117834,-0.0212104591003432,0.0627521419579418,-0.0592527223271087,-0.0170851754612011,-0.00398157113525289
3,0.00353064783672118,-0.0368782562437079,0.00208255591960125,-0.08252328629255,0.13723748760527,-0.0146294381304471
3,0.0709721894595392,-0.040900546704211,0.0571259218375062,-0.0902008923948771,-0.0307334491023212,-0.0159354687839204
3,-0.00427284329701647,-0.0579941134536747,0.0254497309552342,-0.0983855606454903,0.0954514207179519,-0.0365382038957805
3,0.0701374814451527,-0.0659501919478334,0.0526116978343488,-0.105812772055567,0.0646282543729563,-0.0442359600084031
3,-0.0526067367735611,-0.0664215549429932,-0.0431082486186917,-0.0907303305037137,0.0379490704148726,-0.0566754595809622
3,0.0197384292699362,-0.0889151268394688,0.0377325922238148,-0.107351202592233,-0.164119433052168,-0.0798181393482656
3,0.0224810049452542,-0.0841725347471311,-0.00114184601587036,-0.0810066952705856,0.307547109451217,-0.0829932142812089
3,-0.0466566812054959,-0.0584874813594874,-0.0345612477259643,-0.0530040703451719,-0.210966223069632,-0.0593223851148151
3,0.0101801259520683,-0.088542510060694,0.0373387113901656,-0.077962890259911,-0.128895889865382,-0.0878934784299354
3,0.018575951099741,-0.0928488524204794,0.0165361641553798,-0.0751168128218409,0.205842116681513,-0.0946550844179683
4,0.125501091509585,0.0831152991601783,-0.0190249673684726,0.179234037546595,0.00659036341219694,0.0330376554346493
4,0.0248673375254038,0.0983998675218734,-0.0591604923229467,0.192708316647031,-0.0313706356442544,0.0478848423272352
4,-0.0246161965023157,0.117787160426741,0.0133020692260722,0.197873472476574,-0.0476210594706183,0.0722161320195071
4,0.0239365368320466,0.143130342649119,0.00971284833764488,0.19772481824399,0.0427143452288992,0.114482480500092
4,-0.0195553223511359,0.13829318720033,-0.0510066012024925,0.164143073671108,0.046422594353415,0.12912772236055
4,0.0149330914982017,0.132043956548888,0.00645462064884357,0.124371542795962,0.0290504008343797,0.137426682542731
4,0.0197659351275345,0.141379312344268,0.00859680607469962,0.120603764751795,0.0271416751504737,0.149408500849916
4,-0.031146458875484,0.127722224345866,-0.00722699090761037,0.0909825711027085,-0.0770270480772791,0.134292502555292
4,-0.0327808426737373,0.128461047297207,-0.0396574941587076,0.0781700006309144,-0.0244362736669183,0.139327281029342
4,-0.0379246393519227,0.141306172426378,-0.0617218614473505,0.10142593525282,0.00526924268335094,0.142561781984192
4,-0.0524961878471859,0.109729283607926,-0.0764982656777067,0.0579059822190408,-0.155151599341977,0.121893578834402
4,-0.0644365401880177,0.114337664436161,-0.0462896895499863,0.0737967123923479,-0.0592204273410027,0.121823114274264
5,0.0619238003675008,-0.0177563583408281,-0.0404499493457432,-0.025627528813431,0.0979902005639772,-0.0111322072638602
5,-0.0741469934291814,-0.00367667548361068,-0.106871583822709,0.000980773002991972,-0.172137110834596,-0.00478520482347604
5,-0.0321222306377072,0.0154780432873886,-0.0408217440598595,0.037696747774185,0.018109289218878,0.00468748335149644
5,-0.0254895423793058,0.0143395740396805,-0.0190860318004189,0.0413985607420809,-0.266729875213618,-0.000272705039037605
5,0.000307999644297341,0.0276102716853427,-0.0244317789315626,0.0585669226550111,-0.128469410825626,0.0102336958868434
5,0.0229034579098448,0.053238808173606,-0.000493418461914543,0.0950785233534276,0.336016192728507,0.0295550167232
5,0.0260663206029404,0.040519226764677,0.0113383674651669,0.0541456883196108,0.0264642503436341,0.0363662232472749
5,-0.0263827726865234,0.0516515090899941,-0.0496990322850909,0.072589774839791,-0.143043044352377,0.0430110627300388
5,-0.0884931964605884,0.0437344570799896,-0.0278196156038479,0.0482118142493575,0.0359510316640078,0.0409753146059852
5,-0.133897963516268,0.0557769473072227,0.0234308748640253,0.0572659648765602,0.146510946229048,0.0537952079620164
5,-0.0302133351607092,0.0472447151522393,-0.0213936235146653,0.0399079449543598,-0.149130002161004,0.0488866408236849
5,-0.092300949367965,0.0501010330806518,-0.0698436121654991,0.0380231359203447,-0.0357234997404551,0.0525618635109802
6,-0.0130781134705509,0.00580477585473922,-0.00724556232120224,0.0185209058724237,0.167548045450459,0.00165640276095034
6,-0.00112350304707046,0.00873485213402561,0.0194439661829804,0.0334130874106037,0.145246733344224,-0.00121889438968838
6,0.0506033119844428,0.00115703680528937,0.0185959479316384,0.0256019363376824,0.1234847435264,-0.00814316432442798
6,0.0809487717591948,0.011865977925328,0.00435229295146563,0.0456004526247923,0.108479759083342,-0.00408201194384926
6,0.0240042890702247,0.0202313189230029,0.0177718271661937,0.0528440564973868,-0.198579545296934,0.00343068957389152
6,-0.0481034975372517,0.0364236881970416,-0.0123865762128759,0.0740218649296432,0.0703312582306946,0.0162756308753798
6,-0.0954746533754558,0.0608215949660776,-0.0163657774886422,0.107163154442018,-0.0330157026841223,0.0379380137714722
6,-0.0902424111753992,0.0774166961550093,-0.049502441704974,0.117464985532611,0.111289300252231,0.0588421407713236
6,0.0256036437300028,0.0761061265872674,-0.01758000168462,0.0996986843268276,0.14276856137291,0.0626507682088947
6,-0.0919099775916022,0.0830851483991239,0.0100489215387706,0.096029634034069,-0.243722284030807,0.0798682612250014
6,0.0766169377931581,0.0748713579223227,-0.042583134607756,0.0814113903781283,0.106863278355229,0.0691612739950701
6,-0.0425435251074497,0.106566190223998,-0.041252943510025,0.112778458368854,-0.106930225116429,0.0964388723104525
7,-0.0737741582796744,-0.00628125680521398,-0.0546341759817365,-0.00764261221524761,-0.0744047604880316,-0.00447452618347764
7,0.0411739140060455,0.0201998706643337,0.011311256867749,0.0443202999466197,0.073765641122718,0.00796275195484382
7,0.0177099446411172,-0.00689886390880137,-0.0300622215616826,0.00255395505428965,0.0184376171092591,-0.0100193811329999
7,0.163675677282192,0.0217600425606096,-0.0201817919565914,0.0431635775793006,0.0896180551585402,0.00744414870075381
7,0.055174139616085,0.0193837436527025,0.037829018741113,0.025863666522712,-0.10014930135722,0.0155371254256578
7,0.041786480112071,0.0238456568789219,0.0766554720069258,0.0345266765522057,0.0739405488175673,0.0173679686838434
7,-0.158260275092019,0.0300771863629881,-0.152344785752842,0.0482438316819536,-0.14228489400729,0.0273733041372412
7,0.101824496603024,0.0193763893764998,0.0201345213425889,0.0206216143507471,-0.0149451774628299,0.0219283380742265
7,-0.0309456788748779,0.0251978767399612,0.0153074167386146,0.0220093847106932,-0.021883092708898,0.0222797376494331
