Y0,Y1,tau,pi_true,dutch_prof
20.894162715560743,27.267782212607433,6.373619497046689,0.544704443253093,1
17.7009920532559,26.093431041556084,8.392438988300185,0.6713388574198312,0
21.567251470594435,25.14785967470269,3.5806082041082563,0.33376006188848006,2
17.04245743248556,24.748898350472466,7.7064409179869084,0.6028844852253853,0
23.246551976867217,29.535695442479376,6.28914346561216,0.5541307804946961,1
12.49004995540049,19.752914395030377,7.262864439629888,0.5627592964851655,0
16.514628165854305,20.67446099742431,4.159832831570003,0.4424765149194484,2
28.84244939529384,30.0,2.8617213299599475,0.3396125073221845,3
23.075956552777527,30.0,8.34975818278538,0.6982062733020457,0
26.950605135559982,30.0,4.229248251893711,0.43240009832434223,2
19.817927175594324,24.7825864375005,4.964659261906174,0.47200842189486886,2
17.67885637107675,25.04501934071597,7.366162969639219,0.5592817706181978,0
18.686457104430218,21.63951163211926,2.953054527689041,0.4414988495254318,3
9.988732524332272,13.61967915866823,3.6309466343359573,0.47101142137325264,2
18.038352621161152,24.086855227476725,6.048502606315572,0.6335153975195594,1
17.348631739676264,22.04279529905326,4.694163559376996,0.580317051491209,2
17.551451868006936,23.90008132129145,6.348629453284512,0.6331901739533035,1
16.070404882578906,24.201293639192343,8.130888756613436,0.7087584716748268,0
23.17313635107972,28.437268063322005,5.264131712242285,0.5091246815703505,1
17.891888809920236,22.458806040585937,4.566917230665703,0.5232107591540572,2
16.995357964213582,20.04001290651242,3.044654942298838,0.39472842051108603,3
18.61211520682067,24.627327803805937,6.0152125969852674,0.6061211575388309,1
21.065288307343543,26.948534484777596,5.883246177434051,0.4552592811618529,1
19.78901436735735,26.890846607636178,7.101832240278826,0.5511785778068381,0
19.164295072640446,22.659145432686387,3.4948503600459393,0.37115177259049775,3
22.919529608029265,30.0,7.5987986201237945,0.5778539213572171,0
17.937894424455123,21.692626570616618,3.754732146161495,0.45239285267612345,3
16.198122857580753,24.502806645873918,8.304683788293165,0.6716658099127673,0
19.456307294539375,27.62801522296979,8.171707928430415,0.6948780021229641,0
15.042901268500266,22.786736901203042,7.743835632702778,0.6502944948497813,0
20.128398372359854,25.78733559395595,5.6589372215961,0.4490120551543596,1
17.038607490274003,22.49891162472413,5.460304134450128,0.4697646615084634,1
21.790803259165905,25.52064558605489,3.7298423268889853,0.42132882874850786,3
14.872437290434368,20.91249968218034,6.040062391745973,0.5895840722210539,1
20.448676731049733,28.288980637264913,7.84030390621518,0.6133934540721843,0
20.744588102097303,25.637731092677893,4.89314299058059,0.45858088388559476,2
22.456149089828994,28.62875288460938,6.172603794780385,0.6048541286013471,1
20.87675858409881,25.320281695004432,4.443523110905624,0.47270507485135116,2
20.20048498011303,25.673977078206207,5.473492098093178,0.5858668495509879,2
25.671549134638372,28.545076923596337,2.873527788957964,0.3059219679450107,3
19.763546692334145,24.177680748876853,4.414134056542707,0.472240678069543,2
17.76935124655142,23.661147018546295,5.891795771994874,0.49406654335499994,1
20.59354702916529,26.929355267587198,6.335808238421908,0.5336278248125931,1
14.892361211934395,20.88752945485669,5.995168242922295,0.5805129878349139,1
12.22584777527966,18.138206342333447,5.912358567053788,0.5784521818210843,1
17.56517905345653,25.584612540452987,8.019433486996459,0.6303297548782855,0
23.411696430993388,30.0,7.745445452301214,0.529038679859304,0
18.338054018351777,22.448622746992744,4.110568728640966,0.4952225425666133,3
18.03749959119631,21.077054011519426,3.039554420323116,0.42704143002352196,3
19.976318251262427,27.969709793792614,7.993391542530188,0.5645271596415037,0
30.0,30.0,3.6167637528440277,0.35497546958090237,3
21.46167280473378,27.16972995439881,5.7080571496650325,0.6090732936827448,2
12.740556091863729,20.794798741823335,8.054242649959608,0.6695493765742484,0
20.882068072946662,24.155162165975696,3.273094093029034,0.38442554012806784,3
22.456899973514002,25.55974281654489,3.102842843030887,0.3633167148726456,3
17.30151752449363,21.67166040551755,4.370142881023919,0.4873491794215252,2
18.74937358797757,23.76437799243274,5.015004404455168,0.4865090478510002,2
17.0836351204464,22.742996372442214,5.659361251995813,0.5445856096486956,1
18.708553886374126,23.87295772075811,5.164403834383981,0.5373742300598067,2
22.352938406838312,27.47437968851334,5.12144128167503,0.5400654583598022,2
16.710921868737454,21.387358588281778,4.6764367195443235,0.5024174570190996,2
18.5252921825514,25.168089792844945,6.6427976102935435,0.5438416167867931,1
18.21384970868824,22.97738152344923,4.763531814760989,0.5035324469225891,2
26.53656542082726,30.0,3.8900248910064725,0.3646682132766317,2
17.67534108117658,22.24452292260596,4.569181841429382,0.517979610178225,2
23.566238345428694,30.0,7.290329719778699,0.6730311282164775,0
22.66728017600849,28.992575621313172,6.325295445304684,0.4555194320352063,1
16.85696340547337,24.387080261379822,7.530116855906454,0.6533599747987666,0
21.412167057391983,26.478865466939926,5.066698409547942,0.5383721291097984,2
23.736823117160835,30.0,7.303723235327346,0.6106541601754151,0
20.81198846791879,23.802423711221916,2.990435243303125,0.4120045796172399,3
25.6064330326585,30.0,4.723535485544423,0.4148943436401886,2
18.694185257648414,25.16389233633363,6.469707078685218,0.589676549805188,1
17.671350166412456,22.384985646814354,4.713635480401898,0.5196816123929133,2
16.828945234737418,25.77921789209496,8.95027265735754,0.7757462600100977,0
20.230725574658624,28.20263767881445,7.971912104155828,0.6338175507212882,0
17.190716548521998,25.059762350037257,7.8690458015152585,0.5760269675570261,0
21.545933218624146,26.418775690980183,4.872842472356039,0.4832484442782568,2
18.30653464207389,21.15808251264931,2.8515478705754234,0.501108710332682,3
19.823267826592105,27.48956741375319,7.6662995871610855,0.5443347879790135,0
19.79250812410625,24.29396021031051,4.501452086204262,0.5313571975520068,2
22.22192275684187,29.174061989893893,6.952139233052021,0.562816845438253,0
23.48588508978211,29.196830891231592,5.710945801449483,0.4825420581852244,1
22.629735303442704,27.71909557308031,5.089360269637605,0.5479338924003758,2
23.03563462443779,28.236316308288494,5.200681683850703,0.5674551783419486,2
18.317596361824346,21.67063223427971,3.3530358724553664,0.5827410644991847,3
24.311849426973158,28.79107380148334,4.479224374510181,0.40401478218848147,2
20.094051916334934,26.245345473368992,6.1512935570340606,0.526437425781606,1
17.00682547320399,24.87464781632825,7.86782234312426,0.7153414420330271,0
21.39109070167482,27.703478331165492,6.312387629490674,0.5083130292185947,1
20.917055680944532,24.588170514886265,3.6711148339417337,0.48664796054744847,3
20.64948359295603,25.008082252526698,4.358598659570668,0.45164160100540224,2
