id,year,emp,wage,cap,indoutpt,n,w,k,ys
1,1977,5.04099988937378,13.1515998840332,0.589399993419647,95.7071990966797,1.61760449409485,2.57654333114624,-0.528650224208832,4.56129360198975
1,1978,5.59999990463257,12.3017997741699,0.6317999958992,97.3569030761719,1.72276663780212,2.50974559783936,-0.459182411432266,4.57838344573975
1,1979,5.0149998664856,12.8395004272461,0.677100002765656,99.6082992553711,1.61243343353271,2.55252647399902,-0.389936298131943,4.60124540328979
1,1980,4.71500015258789,13.8038997650146,0.61710000038147,100.550102233887,1.55074894428253,2.62495112419128,-0.482724189758301,4.61065626144409
1,1981,4.09299993515015,14.2896995544434,0.507600009441376,99.5580978393555,1.40927815437317,2.65953898429871,-0.678061544895172,4.60074138641357
1,1982,3.16599988937378,14.8681001663208,0.42289999127388,98.6150970458984,1.15246891975403,2.69921803474426,-0.86061954498291,4.591224193573
1,1983,2.93600010871887,13.7784004211426,0.391999989748001,100.030097961426,1.07704818248749,2.62310218811035,-0.936493456363678,4.60547113418579
2,1977,71.3190002441406,14.7909002304077,16.93630027771,95.7071990966797,4.26716279983521,2.69401216506958,2.82945919036865,4.56129360198975
2,1978,70.6429977416992,14.1035995483398,17.2422008514404,97.3569030761719,4.25763893127441,2.64643001556396,2.84735989570618,4.57838344573975
2,1979,70.9179992675781,14.9533996582031,17.5412998199463,99.6082992553711,4.26152420043945,2.70493865013123,2.86455798149109,4.60124540328979
2,1980,72.0309982299805,15.4910001754761,17.6574001312256,100.550102233887,4.27709674835205,2.74025917053223,2.87115502357483,4.61065626144409
2,1981,73.6890029907227,16.1968994140625,16.7133007049561,99.5580978393555,4.29985380172729,2.78481984138489,2.81620478630066,4.60074138641357
2,1982,72.4189987182617,16.1313991546631,16.2469005584717,98.6150970458984,4.28246879577637,2.78076767921448,2.78790211677551,4.591224193573
2,1983,68.5179977416992,16.3050994873047,17.3696002960205,100.030097961426,4.22709655761719,2.79147791862488,2.8547215461731,4.60547113418579
3,1977,19.1560001373291,22.6919994354248,7.09749984741211,95.7071990966797,2.95261597633362,3.12201237678528,1.95974254608154,4.56129360198975
3,1978,19.4400005340576,20.6937999725342,6.94689989089966,97.3569030761719,2.96733283996582,3.02983403205872,1.93829548358917,4.57838344573975
3,1979,19.8999996185303,21.2047996520996,6.85650014877319,99.6082992553711,2.99071979522705,3.05422759056091,1.9251971244812,4.60124540328979
3,1980,20.2399997711182,22.19700050354,6.65469980239868,100.550102233887,3.00766086578369,3.09995722770691,1.89532339572906,4.61065626144409
3,1981,19.5699996948242,24.8714008331299,6.21360015869141,99.5580978393555,2.9739978313446,3.21371865272522,1.82674050331116,4.60074138641357
3,1982,18.125,24.8446998596191,5.71460008621216,98.6150970458984,2.897292137146,3.21264433860779,1.74302434921265,4.591224193573
3,1983,16.8500003814697,28.9076995849609,7.34310007095337,100.030097961426,2.82435059547424,3.36410808563232,1.99376106262207,4.60547113418579
4,1977,26.1599998474121,14.8283004760742,8.49020004272461,118.222297668457,3.26423144340515,2.69653749465942,2.13891267776489,4.77256679534912
4,1978,26.7399997711182,14.8379001617432,8.74199962615967,120.155097961426,3.28616046905518,2.69718480110168,2.16813898086548,4.78878355026245
4,1979,27.2800006866455,14.875599861145,9.18690013885498,118.831901550293,3.30615377426147,2.69972229003906,2.21777868270874,4.7777099609375
4,1980,27.8299999237061,15.2332000732422,9.40359973907471,111.916397094727,3.32611465454102,2.72347736358643,2.24109268188477,4.71775197982788
4,1981,27.1690006256104,17.2528991699219,8.89389991760254,97.5540008544922,3.30207657814026,2.847980260849,2.18536567687988,4.58040618896484
4,1982,24.503999710083,19.3141994476318,8.39050006866455,92.1981964111328,3.19883632659912,2.96084046363831,2.12710022926331,4.5239405632019
4,1983,22.5620002746582,20.005500793457,7.43510007858276,92.4040985107422,3.11626720428467,2.99600720405579,2.00621199607849,4.52617120742798
5,1976,86.677001953125,20.6322994232178,22.3803997039795,94.8991012573242,4.46218872070312,3.02685785293579,3.10818552970886,4.55281400680542
5,1977,87.0999984741211,18.2782001495361,22.270299911499,96.5037994384766,4.46705675125122,2.90570902824402,3.10325384140015,4.56958246231079
5,1978,87.0,18.1368999481201,25.1669998168945,98.8162994384766,4.46590805053711,2.89794850349426,3.22553372383118,4.59326267242432
5,1979,90.4000015258789,18.1895999908447,25.3514995574951,100.483497619629,4.50424432754517,2.90085005760193,3.23283791542053,4.60999345779419
5,1980,89.1999969482422,19.2893009185791,28.2394008636475,100.122299194336,4.49088096618652,2.95955061912537,3.34071826934814,4.60639238357544
5,1981,82.6999969482422,19.8241996765137,25.7959003448486,98.5270004272461,4.41521978378296,2.98690342903137,3.25021553039551,4.59033060073853
5,1982,73.6999969482422,19.387300491333,20.3680992126465,99.50830078125,4.30000257492065,2.96461820602417,3.01396989822388,4.60024118423462
6,1976,0.748000025749207,23.1888999938965,0.169400006532669,102.772399902344,-0.290352255105972,3.14367365837097,-1.77549242973328,4.63251686096191
6,1977,0.765999972820282,20.5393009185791,0.161799997091293,107.027000427246,-0.266573131084442,3.0223400592804,-1.82139432430267,4.6730809211731
6,1978,0.762000024318695,20.93869972229,0.149900004267693,108.678802490234,-0.271808683872223,3.04159903526306,-1.89778685569763,4.68839693069458
6,1979,0.728999972343445,21.7625999450684,0.145799994468689,111.119003295898,-0.316081583499908,3.08019280433655,-1.92551946640015,4.71060180664062
6,1980,0.731000006198883,23.4706993103027,0.146799996495247,101.926498413086,-0.313341796398163,3.15575289726257,-1.91868424415588,4.62425184249878
6,1981,0.778999984264374,24.1252002716064,0.141200006008148,99.4971008300781,-0.24974425137043,3.18325686454773,-1.95757794380188,4.60012865066528
6,1982,0.782000005245209,25.2064990997314,0.12610000371933,99.310302734375,-0.245900526642799,3.22710180282593,-2.0706799030304,4.5982494354248
7,1976,1.60000002384186,30.8512992858887,0.993399977684021,104.766403198242,0.470003634691238,3.42917895317078,-0.0066218986175954,4.65173292160034
7,1977,1.64999997615814,28.5550003051758,0.933000028133392,107.479103088379,0.500775277614594,3.35183215141296,-0.0693500488996506,4.67729663848877
7,1978,1.67999994754791,29.860200881958,0.964999973773956,108.918800354004,0.518793761730194,3.3965265750885,-0.0356272049248219,4.69060277938843
7,1979,1.67999994754791,30.5893993377686,0.96289998292923,111.559097290039,0.518793761730194,3.42065358161926,-0.0378057323396206,4.71455430984497
7,1980,1.6599999666214,27.4885997772217,0.922399997711182,100.0,0.506817579269409,3.31377124786377,-0.0807763114571571,4.60517024993896
7,1981,1.55999994277954,31.4867992401123,0.999199986457825,99.3964996337891,0.444685786962509,3.44956827163696,-0.0008003337425179,4.59911680221558
7,1982,1.53999996185303,32.0727996826172,0.880200028419495,99.293098449707,0.431782394647598,3.46800827980042,-0.127606093883514,4.59807586669922
8,1976,9.14500045776367,30.908899307251,4.54860019683838,104.766403198242,2.21320724487305,3.43104410171509,1.51481950283051,4.65173292160034
8,1977,10.8549995422363,24.4678993225098,4.61940002441406,107.479103088379,2.38462567329407,3.19736194610596,1.53026485443115,4.67729663848877
8,1978,10.7489995956421,28.0557994842529,5.03730010986328,108.918800354004,2.37481260299683,3.3341953754425,1.61687028408051,4.69060277938843
8,1979,10.9589996337891,28.744499206543,4.87480020523071,111.559097290039,2.39416098594666,3.3584463596344,1.58407914638519,4.71455430984497
