unit_id,time_id,coord_i,coord_j,y,x1,x2,x3,x4,alpha_true,beta1_true,beta2_true,beta3_true,beta4_true
0,0,1,1,3.0286700639460964,0.25576719849808527,0.27808396990108436,-0.02303206453804607,-0.6324975170412233,2.0681731724173913,1.054931640625,1.0666666666666667,1.5,0.0
0,1,1,1,3.030525469915704,-0.4165833944993782,1.2947097999629062,0.3845450945781162,0.3859853480257543,2.0681731724173913,1.054931640625,1.0666666666666667,1.5,0.0
0,2,1,1,2.511392532802565,0.4786342565240982,0.31350295798333827,-0.5425324754949754,-1.197535498904975,2.0681731724173913,1.054931640625,1.0666666666666667,1.5,0.0
1,0,1,2,6.66035163416298,0.684228575889191,0.40779778832459146,0.3902598196521702,0.316651481174214,4.27892435387168,1.1025390625,1.1,1.5,0.0
1,1,1,2,5.443860373537995,-0.7615713766333342,0.13048225263930147,1.1704236215594601,-0.025095311183328223,4.27892435387168,1.1025390625,1.1,1.5,0.0
1,2,1,2,5.063970139932388,-0.43714353573757503,0.6223341512939795,0.44703504879223943,0.8680695211335391,4.27892435387168,1.1025390625,1.1,1.5,0.0
2,0,1,3,8.241419895366327,0.39602433882389754,0.6446467378643317,0.1439980853485226,0.08537003266331697,6.642082744805096,1.142822265625,1.1333333333333333,1.5,0.0
2,1,1,3,6.61367779696293,0.17398284106846373,0.9579666415228523,0.07855149702613384,0.6618462443662028,6.642082744805096,1.142822265625,1.1333333333333333,1.5,0.0
2,2,1,3,7.434517082312794,0.32370355848811044,0.07144267792161246,0.12693415056770016,0.13364721662135903,6.642082744805096,1.142822265625,1.1333333333333333,1.5,0.0
3,0,1,4,9.926929869293796,0.03188579431063826,0.24070402162544713,0.33142641907353776,0.5152818348405,9.168155161948565,1.17578125,1.1666666666666667,1.5,0.0
3,1,1,4,10.858407116303853,0.8981067455288425,0.21885617264143822,0.26950449171829227,0.8268260235574538,9.168155161948565,1.17578125,1.1666666666666667,1.5,0.0
3,2,1,4,12.888620525349065,0.8473037258119025,0.8538086186869229,0.9165634786347117,0.2271298999351382,9.168155161948565,1.17578125,1.1666666666666667,1.5,0.0
4,0,1,5,13.784944274174762,0.6264339864097423,1.3426058577775004,-0.2731859139753573,1.0916960798783362,11.868372752582685,1.201416015625,1.2,1.5,0.0
4,1,1,5,14.661780862755224,1.1570392411131507,0.36399839105448395,1.0244186628352012,0.09656969907589269,11.868372752582685,1.201416015625,1.2,1.5,0.0
4,2,1,5,13.854051869071851,0.827173308755157,0.3810317737325887,0.4035753750578537,0.7407150589083238,11.868372752582685,1.201416015625,1.2,1.5,0.0
5,0,1,6,17.65717827634149,0.3080908150202864,0.8947756583968052,0.9262109393095916,1.199056907855832,14.75474092923811,1.2197265625,1.2333333333333334,1.5,0.0
5,1,1,6,16.956620322553167,0.9221124385031549,0.6148562964554548,0.17424309136147365,1.0677557923570729,14.75474092923811,1.2197265625,1.2333333333333334,1.5,0.0
5,2,1,6,18.750805108551305,0.25829574604740607,1.2137638730318505,1.4020525798866235,1.6959594848296107,14.75474092923811,1.2197265625,1.2333333333333334,1.5,0.0
6,0,1,7,21.974119029163898,1.3312297879961097,-0.2338840079670499,1.51482211742841,0.5102849786871433,17.840092746849468,1.230712890625,1.2666666666666666,1.5,0.0
6,1,1,7,21.028147372806266,0.867041681849347,0.4786521138840262,1.3717999002175103,0.20243001166817953,17.840092746849468,1.230712890625,1.2666666666666666,1.5,0.0
6,2,1,7,19.74827140366338,0.7995734555698432,0.5007964703617506,0.1346272494457038,0.3948370830949138,17.840092746849468,1.230712890625,1.2666666666666666,1.5,0.0
7,0,1,8,24.740419381358173,0.7164425257821592,-0.10327070820894257,1.4714678335171563,1.3871285812583483,21.138145959682596,1.234375,1.3,1.5,0.0
7,1,1,8,24.96661415086866,1.668177967321145,0.5750880757997279,1.2593348418019843,1.3058687651188192,21.138145959682596,1.234375,1.3,1.5,0.0
7,2,1,8,23.59775110501373,0.9796425569497288,0.5993292400611667,0.25427167441784604,1.1080356278078378,21.138145959682596,1.234375,1.3,1.5,0.0
8,0,1,9,28.96670087670498,1.0190142895042098,1.1326258733263483,1.2210295087003558,0.6716996760321985,24.663564011715266,1.230712890625,1.3333333333333333,1.5,0.0
